#i,cluster,ra,dec,peakheight,snr,photz,specz,richness
2362, MOO J2326-0847 ,351.616667,-8.79111,0.57,8.8,       ,        ,          
2363, MOO J2327-1141 ,351.810833,-11.68333,0.65,10.0,  0.84 ,        ,       21 
2364, MOO J2327+0454 ,351.881667,4.905,0.65,9.8,       ,        ,          
2365, MOO J2328-0149 ,352.019583,-1.8316700000000001,0.59,8.8,  0.91 ,        ,       16 
2366, MOO J2328-1459 ,352.02875,-14.989720000000002,0.56,8.7,       ,        ,          
2367, MOO J2329+0035 ,352.29875,0.5938899999999999,0.58,8.7,       ,        ,          
2368, MOO J2330-0508 ,352.502083,-5.13417,0.61,9.4,  0.83 ,        ,       32 
2369, MOO J2330-0819 ,352.55958300000003,-8.331389999999999,0.63,9.7,  1.41 ,        ,       21 
2370, MOO J2330+1620 ,352.6375,16.34611,0.63,10.3,  0.78 ,        ,        8 
2371, MOO J2330-1206 ,352.7375,-12.10528,0.63,9.7,  0.98 ,        ,       49 
2372, MOO J2331-1928 ,352.80625,-19.483060000000002,0.58,8.6,       ,        ,          
2373, MOO J2331+0619 ,352.858333,6.32528,0.66,10.3,  0.84 ,        ,       23 
2374, MOO J2331-1804 ,352.868333,-18.06917,0.62,9.3,  1.27 ,        ,       36 
2375, MOO J2331-0727 ,352.992083,-7.4625,0.76,11.7,  1.27 ,        ,       29 
2376, MOO J2332-1712 ,353.010833,-17.20861,0.7,10.5,  1.38 ,        ,       36 
2377, MOO J2332+3414 ,353.160833,34.240559999999995,0.68,11.7,  1.31 ,        ,       30 
2378, MOO J2332-0014 ,353.1725,-0.24583000000000002,0.67,10.0,       ,        ,          
2379, MOO J2334-0653 ,353.544167,-6.895,0.58,9.0,  1.75 ,        ,       15 
2380, MOO J2334-0519 ,353.677917,-5.325830000000001,0.6,9.2,  1.46 ,        ,       25 
2381, MOO J2334-2259 ,353.742083,-22.98333,0.57,8.6,       ,        ,          
2382, MOO J2335+0229 ,353.873333,2.48833,0.57,8.5,       ,        ,          
2383, MOO J2336-1521 ,354.160833,-15.35806,0.71,10.5,  1.03 ,        ,       22 
2384, MOO J2338+0018 ,354.61958300000003,0.3,0.69,10.4,  1.12 ,        ,       46 
2385, MOO J2338+0016 ,354.710833,0.26916999999999996,0.64,9.6,       ,        ,          
2386, MOO J2338-2332 ,354.7325,-23.54028,0.59,8.8,  1.21 ,        ,       22 
