#i,cluster,ra,dec,peakheight,snr,photz,specz,richness
1243, MOO J1128-2042 ,172.23625,-20.712220000000002,0.61,9.4,  0.78 ,        ,       35 
1244, MOO J1129-2220 ,172.324167,-22.33333,0.62,9.5,  1.12 ,        ,       12 
1245, MOO J1129+8307 ,172.362083,83.12528,0.73,12.4,  1.13 ,        ,       40 
1246, MOO J1130+7424 ,172.514167,74.40611,0.62,10.2,  1.13 ,        ,       27 
1247, MOO J1130+4108 ,172.524167,41.145559999999996,0.64,10.2,  1.09 ,        ,       23 
1248, MOO J1130-2626 ,172.570417,-26.434720000000002,0.6,9.2,  0.99 ,        ,       34 
1249, MOO J1130-2627 ,172.613333,-26.4525,0.85,13.0,  1.01 ,        ,       39 
1250, MOO J1130+1556 ,172.64375,15.94389,0.67,10.4,   1.1 ,        ,       38 
1251, MOO J1130+1412 ,172.73416699999999,14.20333,0.58,8.8,  1.26 ,        ,       42 
1252, MOO J1131+3217 ,172.837083,32.29861,0.57,8.9,       ,        ,          
1253, MOO J1131+3350 ,172.99375,33.83611,0.71,11.2,  1.47 ,        ,       24 
1254, MOO J1132-0953 ,173.0225,-9.89,0.6,9.4,  1.37 ,        ,       30 
1255, MOO J1132+6505 ,173.237083,65.09333000000001,0.72,11.6,  1.01 ,        ,       17 
1256, MOO J1134+0102 ,173.595,1.0488899999999999,0.57,8.7,       ,        ,          
1257, MOO J1134+2907 ,173.61375,29.131940000000004,0.58,9.2,  1.14 ,        ,       38 
1258, MOO J1135+5304 ,173.7675,53.06916999999999,0.56,8.9,       ,        ,          
1259, MOO J1135+2801 ,173.7775,28.02556,0.63,9.9,  1.31 ,        ,       23 
1260, MOO J1135+5101 ,173.792917,51.02639,0.63,10.0,  1.33 ,        ,       40 
1261, MOO J1135+3256 ,173.836667,32.93444,0.85,13.2,  1.19 ,        ,       46 
1262, MOO J1135+5309 ,173.851667,53.16111,0.62,9.8,       ,        ,          
1263, MOO J1135-2522 ,173.950417,-25.370279999999998,0.71,10.9,  0.91 ,        ,       32 
1264, MOO J1136+3827 ,174.031667,38.45278,0.58,9.3,  1.24 ,        ,       23 
1265, MOO J1137+1702 ,174.38458300000002,17.039170000000002,0.6,9.4,       ,        ,          
1266, MOO J1137-1806 ,174.41375,-18.11139,0.57,8.8,       ,        ,          
1267, MOO J1138+5031 ,174.555417,50.52333,0.65,10.3,  1.29 ,        ,       23 
1268, MOO J1138+2834 ,174.59625,28.574440000000003,0.67,10.5,  1.05 ,        ,       17 
1269, MOO J1138+3213 ,174.654167,32.22222,0.56,8.8,       ,        ,          
1270, MOO J1139+0154 ,174.83166699999998,1.90167,0.58,8.7,       ,        ,          
1271, MOO J1139-1706 ,174.869167,-17.10639,0.87,13.4,  1.31 ,        ,       53 
1272, MOO J1139-1214 ,174.909583,-12.24111,0.6,8.9,  1.05 ,        ,       20 
1273, MOO J1139+6137 ,174.974583,61.623059999999995,0.59,9.5,  1.16 ,        ,       22 
1274, MOO J1139+3659 ,174.98416699999999,36.992779999999996,0.62,10.0,  0.98 ,        ,       12 
1275, MOO J1140+1522 ,175.01916699999998,15.372779999999999,0.66,10.2,  1.61 ,        ,       26 
1276, MOO J1140-2802 ,175.065,-28.035829999999997,0.77,11.9,  0.99 ,        ,       45 
1277, MOO J1140+4454 ,175.10583300000002,44.905,0.62,9.9,  1.09 ,        ,       35 
1278, MOO J1140-2656 ,175.17666699999998,-26.942220000000002,0.58,9.0,  1.05 ,        ,       29 
1279, MOO J1142+1346 ,175.538333,13.773060000000001,0.59,9.0,  1.24 ,        ,       33 
1280, MOO J1142+0802 ,175.563333,8.033610000000001,0.59,9.0,  1.19 ,        ,       23 
1281, MOO J1142-1416 ,175.59,-14.27944,0.59,8.8,  1.01 ,        ,       20 
1282, MOO J1142-0727 ,175.67166699999999,-7.458889999999999,0.56,8.4,       ,        ,          
1283, MOO J1142+1527 ,175.683333,15.45333,0.61,9.6,  1.12 ,  1.189 ,       57 
1284, MOO J1142-2719 ,175.705833,-27.318609999999996,0.59,9.0,  0.96 ,        ,       33 
1285, MOO J1142+3204 ,175.742917,32.081109999999995,0.57,8.9,       ,        ,          
1286, MOO J1143-0749 ,175.7775,-7.829439999999999,0.57,8.5,       ,        ,          
1287, MOO J1143-2331 ,175.8975,-23.5325,0.67,10.3,  0.97 ,        ,       43 
1288, MOO J1143+4556 ,175.95625,45.943329999999996,0.56,8.9,       ,        ,          
1289, MOO J1144-0051 ,176.11375,-0.85556,0.61,9.2,  1.29 ,        ,       26 
1290, MOO J1144+5934 ,176.162917,59.56833,0.76,12.3,  0.98 ,        ,       21 
1291, MOO J1145-1702 ,176.419167,-17.04194,0.57,8.8,       ,        ,          
1292, MOO J1145+3516 ,176.44375,35.2825,0.59,9.4,  1.21 ,        ,       20 
1293, MOO J1146+1318 ,176.5,13.304170000000001,0.59,9.1,  1.05 ,        ,       22 
1294, MOO J1146+0945 ,176.51916699999998,9.75722,0.56,8.7,       ,        ,          
1295, MOO J1146+7309 ,176.545,73.16639,0.67,11.0,   1.1 ,        ,       51 
1296, MOO J1146+4249 ,176.575417,42.83056,0.57,9.1,       ,        ,          
1297, MOO J1146+5113 ,176.68,51.21972,0.57,9.1,       ,        ,          
1298, MOO J1146+4816 ,176.680833,48.28139,0.68,10.7,  1.19 ,        ,       26 
1299, MOO J1147+7231 ,176.75375,72.51722,0.6,9.9,  1.42 ,        ,       39 
1300, MOO J1147+0113 ,176.932083,1.23222,0.57,8.7,       ,        ,          
1301, MOO J1147+3313 ,176.97958300000002,33.22972,0.59,9.2,  1.14 ,        ,       28 
1302, MOO J1148+0821 ,177.0025,8.35083,0.56,8.7,       ,        ,          
1303, MOO J1148+1506 ,177.012917,15.100829999999998,0.57,8.8,       ,        ,          
1304, MOO J1148+4621 ,177.04375,46.35472,0.57,9.1,       ,        ,          
1305, MOO J1149+1753 ,177.255,17.89333,0.7,10.8,  1.33 ,        ,       17 
1306, MOO J1149+0921 ,177.362083,9.36139,0.84,12.9,  0.96 ,        ,       30 
1307, MOO J1149-2616 ,177.409167,-26.269440000000003,0.64,9.9,  1.23 ,        ,       57 
1308, MOO J1150+3139 ,177.645833,31.66556,0.79,12.3,  1.01 ,        ,       15 
1309, MOO J1150-1134 ,177.680833,-11.57472,0.61,9.1,  0.99 ,        ,       28 
1310, MOO J1150+6222 ,177.73,62.36778,0.62,9.9,       ,        ,          
1311, MOO J1151+1655 ,177.79625,16.92,0.6,9.3,  1.03 ,        ,       29 
1312, MOO J1151+1936 ,177.836667,19.61056,0.61,9.5,  1.37 ,        ,       39 
1313, MOO J1151+1821 ,177.960833,18.35,0.6,9.3,   0.9 ,        ,       16 
1314, MOO J1151+4636 ,177.98666699999998,46.61444,0.57,9.0,       ,        ,          
1315, MOO J1152+2150 ,178.005,21.835,0.57,8.8,       ,        ,          
1316, MOO J1152+1652 ,178.1,16.88111,0.58,9.0,       ,        ,          
1317, MOO J1152+4950 ,178.1925,49.84111,0.74,11.7,  1.09 ,        ,       34 
1318, MOO J1153+0735 ,178.375417,7.586939999999999,0.66,10.2,  1.09 ,        ,       33 
1319, MOO J1153-0002 ,178.48666699999998,-0.04778,0.61,9.3,  1.06 ,        ,       15 
1320, MOO J1154+2012 ,178.5225,20.21472,0.59,9.2,  1.08 ,        ,       13 
1321, MOO J1154-1118 ,178.575417,-11.308060000000001,0.63,9.5,  1.21 ,        ,       26 
1322, MOO J1155-0820 ,178.82,-8.34556,0.59,8.7,  1.21 ,        ,       28 
1323, MOO J1155+4459 ,178.82708300000002,44.99528,0.58,9.1,       ,        ,          
1324, MOO J1155+3155 ,178.840833,31.92806,0.69,10.8,  1.33 ,        ,       33 
1325, MOO J1155-2500 ,178.85,-25.010279999999998,0.61,9.3,  0.94 ,        ,       20 
1326, MOO J1156+1525 ,179.209583,15.42056,0.67,10.3,  0.97 ,        ,       43 
1327, MOO J1157+3339 ,179.267083,33.661390000000004,0.58,9.1,  1.12 ,        ,       37 
1328, MOO J1157-0517 ,179.274167,-5.29306,0.62,9.3,  0.88 ,        ,       22 
1329, MOO J1157+3449 ,179.425833,34.82306,0.56,8.9,       ,        ,          
1330, MOO J1159+0001 ,179.77166699999998,0.031389999999999994,0.65,9.9,  1.35 ,        ,       30 
1331, MOO J1159+0629 ,179.94625,6.495830000000001,0.67,10.3,  1.05 ,        ,       26 
1332, MOO J1159+2419 ,179.95916699999998,24.32306,0.58,9.1,  1.14 ,        ,       35 
1333, MOO J1200-2210 ,180.210417,-22.17472,0.59,9.2,  1.02 ,        ,       13 
1334, MOO J1200+2047 ,180.231667,20.78944,0.61,9.3,  0.97 ,        ,       25 
1335, MOO J1201+6859 ,180.27875,68.99528000000001,0.6,9.8,   1.1 ,        ,       56 
1336, MOO J1201+2435 ,180.28,24.59028,0.59,9.2,  0.97 ,        ,       58 
1337, MOO J1201-0127 ,180.31375,-1.45056,0.61,9.1,  0.89 ,        ,       19 
1338, MOO J1201+2659 ,180.3575,26.991390000000003,0.78,12.1,  0.98 ,        ,       48 
1339, MOO J1202+1323 ,180.534167,13.38778,0.59,9.1,  1.16 ,        ,       34 
1340, MOO J1202-2106 ,180.632917,-21.100279999999998,0.7,10.6,  1.08 ,        ,       34 
1341, MOO J1203-0909 ,180.779167,-9.15361,0.59,8.8,  1.24 ,        ,       56 
1342, MOO J1203+1139 ,180.81,11.664719999999999,0.56,8.7,       ,        ,          
1343, MOO J1203+2030 ,180.81625,20.504720000000002,0.71,10.9,  1.05 ,        ,       21 
1344, MOO J1203+0225 ,180.907083,2.42333,0.57,8.5,       ,        ,          
1345, MOO J1203-2932 ,180.90875,-29.54944,0.58,9.0,  1.32 ,        ,       28 
1346, MOO J1204-1129 ,181.06125,-11.49083,0.59,8.8,  1.08 ,        ,       13 
1347, MOO J1204-0059 ,181.099583,-0.9852799999999999,0.59,9.0,  1.08 ,        ,       17 
1348, MOO J1204+1525 ,181.24875,15.42,0.67,10.5,  1.08 ,        ,       39 
1349, MOO J1205+3458 ,181.311667,34.97833,0.68,10.7,  1.02 ,        ,       26 
1350, MOO J1205-0244 ,181.346667,-2.7494400000000003,0.57,8.5,       ,        ,          
1351, MOO J1205-0902 ,181.44958300000002,-9.04139,0.59,8.9,  1.08 ,        ,       24 
1352, MOO J1206-1647 ,181.67541699999998,-16.797220000000003,0.56,8.6,       ,        ,          
1353, MOO J1206-0136 ,181.67625,-1.60111,0.6,9.0,  0.84 ,        ,        6 
1354, MOO J1207-2819 ,181.807917,-28.317220000000002,0.59,9.2,  0.98 ,        ,       51 
1355, MOO J1207+3643 ,181.81,36.72056,0.62,10.0,  1.06 ,        ,       41 
1356, MOO J1207+5352 ,181.82375,53.880280000000006,0.58,9.3,  1.24 ,        ,       38 
1357, MOO J1207+1526 ,181.876667,15.43361,0.6,9.4,  1.47 ,        ,       27 
1358, MOO J1207+1500 ,181.879167,15.006670000000002,0.58,9.0,  1.13 ,        ,       28 
1359, MOO J1207-0549 ,181.90375,-5.8291699999999995,0.78,11.7,   1.1 ,        ,       33 
1360, MOO J1207+0224 ,181.975,2.4,0.66,9.9,  1.06 ,        ,       21 
1361, MOO J1208+5144 ,182.022083,51.74528,0.56,9.0,       ,        ,          
1362, MOO J1208+2459 ,182.074167,24.987779999999997,0.57,8.8,       ,        ,          
1363, MOO J1208-1017 ,182.080833,-10.29167,0.6,9.0,  0.98 ,        ,       29 
1364, MOO J1208+0501 ,182.091667,5.03028,0.7,10.6,   0.9 ,        ,       43 
1365, MOO J1208+2548 ,182.120833,25.801389999999998,0.58,9.1,       ,        ,          
1366, MOO J1208+4822 ,182.1475,48.373059999999995,0.58,9.3,  0.98 ,        ,          
1367, MOO J1208+2605 ,182.16833300000002,26.08333,0.88,13.7,  1.26 ,        ,       33 
1368, MOO J1208-2410 ,182.178333,-24.16806,0.61,9.3,  1.08 ,        ,       23 
1369, MOO J1208+0014 ,182.2425,0.23556,0.57,8.6,       ,        ,          
1370, MOO J1209+1652 ,182.278333,16.88139,0.7,10.8,  1.08 ,        ,       37 
1371, MOO J1209+3914 ,182.435833,39.24472,0.67,10.8,  1.06 ,        ,       37 
1372, MOO J1209+6731 ,182.454583,67.52083,0.57,9.4,       ,        ,          
1373, MOO J1211-2725 ,182.968333,-27.423890000000004,0.68,10.4,  0.96 ,        ,       28 
1374, MOO J1213+4110 ,183.25375,41.17389,0.73,11.7,  1.17 ,        ,       30 
1375, MOO J1213+1939 ,183.277083,19.65028,0.61,9.5,  1.23 ,        ,       31 
1376, MOO J1213-2400 ,183.3525,-24.004170000000002,0.56,8.6,       ,        ,          
1377, MOO J1213+2516 ,183.36291699999998,25.26972,0.66,10.5,  1.05 ,        ,       17 
1378, MOO J1213-2523 ,183.411667,-25.398889999999998,0.59,9.0,       ,        ,          
1379, MOO J1213-1124 ,183.47125,-11.40889,0.61,9.1,       ,        ,          
1380, MOO J1214-0646 ,183.555,-6.77528,0.56,8.4,       ,        ,          
1381, MOO J1214-2200 ,183.60125,-22.0075,0.61,9.3,  1.17 ,        ,       33 
1382, MOO J1214+6154 ,183.61375,61.9075,0.57,9.2,       ,        ,          
1383, MOO J1214+4619 ,183.6975,46.32444,0.58,9.2,       ,        ,          
1384, MOO J1215-0630 ,183.835833,-6.5008300000000006,0.61,9.1,  1.02 ,        ,       26 
1385, MOO J1215-0545 ,183.874583,-5.7522199999999994,0.61,9.2,  0.93 ,        ,       31 
1386, MOO J1216+2649 ,184.02125,26.828609999999998,0.57,9.0,       ,        ,          
1387, MOO J1216+3006 ,184.033333,30.10722,0.59,9.3,  1.05 ,        ,       22 
1388, MOO J1216+2334 ,184.15375,23.58222,0.56,8.7,       ,        ,          
1389, MOO J1216-0033 ,184.1975,-0.5644399999999999,0.68,10.2,  0.96 ,        ,       18 
1390, MOO J1216+7207 ,184.244583,72.11833,0.58,9.6,  1.03 ,        ,       44 
1391, MOO J1217+0703 ,184.3925,7.061939999999999,0.62,9.5,  1.03 ,        ,       18 
1392, MOO J1217+2501 ,184.39541699999998,25.02778,0.61,9.5,  1.26 ,        ,       23 
1393, MOO J1217-0404 ,184.409583,-4.07083,0.58,8.7,  1.36 ,        ,       21 
1394, MOO J1218-0942 ,184.635,-9.70167,0.86,12.8,  0.88 ,        ,       50 
1395, MOO J1218+3224 ,184.637917,32.41,0.6,9.5,  0.93 ,        ,       23 
1396, MOO J1219+6343 ,184.788333,63.731390000000005,0.65,10.4,  1.52 ,        ,       33 
1397, MOO J1219-1356 ,184.80291699999998,-13.94111,0.58,8.6,       ,        ,          
1398, MOO J1219-2048 ,184.85,-20.80806,0.56,8.6,       ,        ,          
1399, MOO J1219-1424 ,184.874167,-14.41611,0.57,8.5,       ,        ,          
1400, MOO J1219-1727 ,184.946667,-17.45028,0.67,10.3,  0.97 ,        ,       50 
1401, MOO J1219-2540 ,184.9825,-25.67667,0.67,10.3,  0.89 ,        ,       27 
1402, MOO J1219+4250 ,184.985833,42.84833,0.57,9.1,       ,        ,          
1403, MOO J1219+2409 ,184.996667,24.15417,0.68,10.6,  1.23 ,        ,       28 
1404, MOO J1220-2000 ,185.01875,-20.00972,0.64,9.8,  0.97 ,        ,       27 
1405, MOO J1220-0210 ,185.0225,-2.17028,0.66,9.9,  0.98 ,        ,       32 
1406, MOO J1220+1431 ,185.0325,14.518889999999999,0.6,9.2,  1.28 ,        ,       15 
1407, MOO J1220+2440 ,185.092917,24.67944,0.66,10.2,  1.31 ,        ,       47 
1408, MOO J1220-2238 ,185.191667,-22.647779999999997,0.56,8.6,       ,        ,          
1409, MOO J1220+1126 ,185.23541699999998,11.43556,0.64,9.5,  1.17 ,        ,       31 
1410, MOO J1221-2919 ,185.2575,-29.31917,0.62,9.6,  1.06 ,        ,       25 
1411, MOO J1221+2859 ,185.344583,28.993609999999997,0.65,10.2,  1.19 ,        ,       34 
1412, MOO J1221-1140 ,185.38833300000002,-11.6725,0.58,8.7,       ,        ,          
1413, MOO J1222-1221 ,185.67416699999998,-12.35528,0.65,9.8,  0.93 ,        ,       18 
1414, MOO J1222+4302 ,185.724167,43.04444,0.57,9.1,       ,        ,          
1415, MOO J1223+4920 ,185.82875,49.33889,0.73,11.6,       ,        ,          
1416, MOO J1223+7136 ,185.904583,71.6075,0.7,11.6,  0.96 ,        ,       38 
1417, MOO J1223+6902 ,185.9225,69.03889000000001,0.68,11.2,  1.43 ,        ,       21 
1418, MOO J1223+1927 ,185.974167,19.45972,0.59,9.2,  0.86 ,        ,       30 
1419, MOO J1223+2420 ,185.975417,24.34222,0.61,9.5,  1.09 ,        ,       51 
1420, MOO J1224+1201 ,186.004167,12.026110000000001,0.66,10.0,  1.68 ,        ,       21 
1421, MOO J1224+0446 ,186.076667,4.77194,0.64,9.7,  1.08 ,        ,       41 
1422, MOO J1224+0830 ,186.23375,8.512780000000001,0.69,10.5,  0.98 ,        ,       39 
1423, MOO J1225-1940 ,186.403333,-19.67361,0.57,8.8,       ,        ,          
1424, MOO J1225+4702 ,186.444583,47.03722,0.66,10.5,  1.03 ,        ,       33 
1425, MOO J1225+3516 ,186.45083300000002,35.27861,0.59,9.4,  1.38 ,        ,       24 
1426, MOO J1227-0842 ,186.80625,-8.703330000000001,0.57,8.7,       ,        ,          
1427, MOO J1227-0122 ,186.89083300000001,-1.37917,0.59,8.8,  1.06 ,        ,       19 
1428, MOO J1227-0434 ,186.91625,-4.57528,0.6,9.2,  1.28 ,        ,       27 
1429, MOO J1227+2922 ,186.93875,29.368059999999996,0.7,11.1,  0.84 ,        ,       23 
1430, MOO J1228-2617 ,187.06125,-26.293059999999997,0.62,9.7,  1.23 ,        ,       23 
1431, MOO J1228+7218 ,187.149583,72.30333,0.65,10.7,  1.28 ,        ,       24 
1432, MOO J1229+6521 ,187.435,65.36361,0.63,10.5,   0.8 ,  0.819 ,       45 
1433, MOO J1230+7054 ,187.615,70.90028000000001,0.59,9.7,   1.1 ,        ,       24 
1434, MOO J1231-2133 ,187.80875,-21.56167,0.6,9.1,  1.53 ,        ,       23 
1435, MOO J1231+6533 ,187.81375,65.55889,0.7,11.5,  0.99 ,        ,       50 
1436, MOO J1232+5604 ,188.0775,56.068059999999996,0.63,10.2,  0.89 ,        ,       24 
1437, MOO J1232+4731 ,188.093333,47.52833,0.63,10.1,  1.16 ,        ,       13 
1438, MOO J1233+5108 ,188.35875,51.14667,0.57,9.0,       ,        ,          
1439, MOO J1234+1410 ,188.504167,14.173060000000001,0.58,8.9,  1.02 ,        ,       25 
1440, MOO J1234-2057 ,188.59375,-20.962220000000002,0.59,9.0,       ,        ,          
1441, MOO J1234-2437 ,188.595,-24.62333,0.73,11.3,  1.43 ,        ,       30 
1442, MOO J1234+4021 ,188.61,40.35083,0.58,9.3,  1.19 ,        ,       26 
1443, MOO J1234-1535 ,188.708333,-15.583329999999998,0.66,10.0,  1.06 ,        ,       21 
1444, MOO J1235+6340 ,188.914167,63.682219999999994,0.57,9.2,       ,        ,          
1445, MOO J1236+4113 ,189.127917,41.2325,0.57,9.1,       ,        ,          
1446, MOO J1237-1358 ,189.33291699999998,-13.97972,0.6,9.2,  0.94 ,        ,       32 
1447, MOO J1237-1401 ,189.355,-14.02389,0.61,9.2,   1.4 ,        ,       33 
1448, MOO J1237+4726 ,189.44958300000002,47.441390000000006,0.57,9.2,       ,        ,          
1449, MOO J1237-1337 ,189.497083,-13.625829999999999,0.62,9.4,  1.08 ,        ,       25 
1450, MOO J1238-1741 ,189.508333,-17.68611,0.61,9.4,   1.1 ,        ,       23 
1451, MOO J1238+3553 ,189.53125,35.89111,0.6,9.6,  1.38 ,        ,       23 
1452, MOO J1238+2159 ,189.553333,21.99083,0.57,8.8,       ,        ,          
1453, MOO J1238+2216 ,189.705833,22.27778,0.65,10.0,  1.21 ,        ,       29 
1454, MOO J1238-0232 ,189.73916699999998,-2.5380599999999998,0.66,9.9,  0.94 ,        ,       12 
1455, MOO J1239-0206 ,189.800833,-2.1086099999999997,0.64,9.6,  0.83 ,        ,       19 
1456, MOO J1239+5202 ,189.8675,52.04667,0.57,9.1,       ,        ,          
1457, MOO J1239+0230 ,189.93,2.50222,0.57,8.5,       ,        ,          
1458, MOO J1239-0650 ,189.932083,-6.83472,0.56,8.5,       ,        ,          
1459, MOO J1241+3842 ,190.252917,38.70278,0.61,9.8,  1.16 ,        ,       41 
1460, MOO J1241+0011 ,190.25625,0.19139,0.6,9.2,  0.84 ,        ,       34 
1461, MOO J1241-2259 ,190.28875,-22.99667,0.57,8.8,       ,        ,          
1462, MOO J1241-2403 ,190.330833,-24.06583,0.71,10.9,  1.01 ,        ,       24 
1463, MOO J1241+6552 ,190.377917,65.87,0.62,10.2,  1.13 ,        ,       31 
1464, MOO J1241+1928 ,190.38625,19.48111,0.56,8.7,       ,        ,          
1465, MOO J1241+3404 ,190.4025,34.07861,0.59,9.4,  1.27 ,        ,       31 
1466, MOO J1241+6339 ,190.443333,63.653059999999996,0.59,9.6,  1.38 ,        ,       22 
1467, MOO J1242+6559 ,190.52,65.98333000000001,0.58,9.5,       ,        ,          
1468, MOO J1242-2023 ,190.5675,-20.399720000000002,0.76,11.6,  1.27 ,        ,       41 
1469, MOO J1242+2218 ,190.662917,22.31444,0.58,8.9,       ,        ,          
1470, MOO J1242-2957 ,190.721667,-29.96306,0.56,8.8,       ,        ,          
1471, MOO J1243+2129 ,190.913333,21.49278,0.6,9.2,  1.37 ,        ,       33 
1472, MOO J1243+6620 ,190.91625,66.33806,0.6,9.9,   0.9 ,        ,       22 
1473, MOO J1244+3719 ,191.113333,37.31667,0.57,9.1,       ,        ,          
1474, MOO J1244+0416 ,191.208333,4.27528,0.56,8.7,       ,        ,          
1475, MOO J1245-2157 ,191.339167,-21.95611,0.58,8.9,  0.94 ,        ,       11 
1476, MOO J1245+7613 ,191.363333,76.22694,0.61,10.4,  1.03 ,        ,       39 
1477, MOO J1245+6029 ,191.37625,60.49861,0.61,9.8,  1.21 ,        ,       29 
1478, MOO J1245+3916 ,191.48458300000001,39.278890000000004,0.73,11.6,  1.16 ,        ,       26 
1479, MOO J1246+3202 ,191.6175,32.03556,0.57,9.1,       ,        ,          
1480, MOO J1246-1624 ,191.657083,-16.41111,0.58,8.9,       ,        ,          
1481, MOO J1246+4642 ,191.70125,46.71583,0.59,9.4,   0.9 ,        ,       47 
1482, MOO J1247+0714 ,191.800833,7.23889,0.56,8.6,       ,        ,          
1483, MOO J1247-1921 ,191.8775,-19.36611,0.6,9.1,  1.12 ,        ,       14 
1484, MOO J1248+2020 ,192.08875,20.338060000000002,0.63,9.9,  1.17 ,        ,       32 
1485, MOO J1248+0258 ,192.16625,2.9755599999999998,0.66,10.2,  1.13 ,        ,       30 
1486, MOO J1248+6723 ,192.190833,67.39889000000001,0.67,11.0,  0.88 ,        ,       44 
1487, MOO J1248+0810 ,192.2125,8.1725,0.58,8.9,  1.16 ,        ,       27 
1488, MOO J1248+6117 ,192.2375,61.293330000000005,0.65,10.7,  0.94 ,        ,       21 
1489, MOO J1249+0612 ,192.36166699999998,6.2,0.59,8.9,  1.32 ,        ,       41 
1490, MOO J1249-0209 ,192.42666699999998,-2.16583,0.64,9.8,  1.23 ,        ,       20 
1491, MOO J1250+1511 ,192.643333,15.19917,0.61,9.5,  1.09 ,        ,       23 
1492, MOO J1250-0729 ,192.66958300000002,-7.491110000000001,0.62,9.3,  0.99 ,        ,       29 
1493, MOO J1250+2719 ,192.67875,27.31972,0.57,9.1,       ,        ,          
1494, MOO J1250+4533 ,192.6825,45.56472,0.6,9.6,   1.1 ,        ,       31 
1495, MOO J1251+0250 ,192.75375,2.84194,0.67,10.3,  0.93 ,        ,       33 
1496, MOO J1251+2823 ,192.76625,28.3975,0.59,9.4,  0.85 ,        ,       27 
1497, MOO J1251+5558 ,192.814167,55.97833000000001,0.64,10.4,  0.97 ,        ,       15 
1498, MOO J1251+1532 ,192.869167,15.535,0.62,9.7,  1.09 ,        ,       33 
1499, MOO J1251+1019 ,192.91125,10.32472,0.64,9.8,  1.46 ,        ,       13 
1500, MOO J1251+2519 ,192.924583,25.32611,0.6,9.4,   1.1 ,        ,       24 
1501, MOO J1251+4320 ,192.96125,43.34194,0.6,9.5,  1.19 ,        ,       39 
1502, MOO J1252+2603 ,193.169167,26.06361,0.6,9.5,  0.97 ,        ,       27 
1503, MOO J1252+0700 ,193.19708300000002,7.015280000000001,0.59,8.9,  0.94 ,        ,       28 
1504, MOO J1253-0633 ,193.44125,-6.565,0.63,9.6,  1.02 ,        ,       20 
1505, MOO J1254-1923 ,193.563333,-19.39667,0.57,8.7,       ,        ,          
1506, MOO J1254+1101 ,193.569583,11.02167,0.75,11.3,  0.93 ,        ,       17 
1507, MOO J1254+0621 ,193.58625,6.361669999999999,0.62,9.5,  1.01 ,        ,       24 
1508, MOO J1254+0912 ,193.602083,9.20694,0.59,9.0,  1.08 ,        ,       21 
1509, MOO J1254-0238 ,193.662083,-2.63833,0.6,9.3,  1.09 ,        ,       21 
1510, MOO J1254+8243 ,193.68125,82.72389,0.58,10.0,  1.05 ,        ,       23 
1511, MOO J1254+3320 ,193.689167,33.345,0.6,9.5,  1.31 ,        ,       23 
1512, MOO J1254+0948 ,193.748333,9.80861,0.6,9.1,  0.81 ,        ,       39 
1513, MOO J1255+0248 ,193.78625,2.81167,0.59,9.1,       ,        ,          
1514, MOO J1255+0650 ,193.855,6.834169999999999,0.57,8.7,       ,        ,          
1515, MOO J1256+2103 ,194.01208300000002,21.05667,0.79,12.4,  0.94 ,        ,       29 
1516, MOO J1256+2537 ,194.033333,25.621389999999998,0.58,9.2,  1.14 ,        ,       37 
1517, MOO J1256-1555 ,194.185833,-15.924170000000002,0.58,8.8,       ,        ,          
1518, MOO J1256+3856 ,194.189583,38.94417,0.58,9.2,       ,        ,          
1519, MOO J1256+4149 ,194.23208300000002,41.81722,0.59,9.4,       ,        ,          
1520, MOO J1257-0123 ,194.279167,-1.39444,0.71,11.0,  1.23 ,        ,       31 
1521, MOO J1257-2221 ,194.410417,-22.36528,0.64,9.8,  1.41 ,        ,       21 
1522, MOO J1257+0313 ,194.488333,3.2311099999999997,0.57,8.8,       ,        ,          
1523, MOO J1257-2214 ,194.48916699999998,-22.238889999999998,0.57,8.7,       ,        ,          
1524, MOO J1258+0811 ,194.524167,8.188889999999999,0.56,8.6,       ,        ,          
1525, MOO J1258+1830 ,194.683333,18.50028,0.56,8.8,       ,        ,          
1526, MOO J1259-1953 ,194.837083,-19.89583,0.82,12.5,  1.05 ,        ,       56 
1527, MOO J1300+7346 ,195.030417,73.76722,0.61,10.1,  0.98 ,        ,       42 
1528, MOO J1300-2135 ,195.040417,-21.59667,0.63,9.6,  0.94 ,        ,       38 
1529, MOO J1300-1014 ,195.056667,-10.24306,0.68,10.4,       ,        ,          
1530, MOO J1300-1258 ,195.059167,-12.97667,0.64,9.6,  0.96 ,        ,       21 
1531, MOO J1300-1449 ,195.085,-14.831389999999999,0.64,9.6,  0.94 ,        ,       14 
1532, MOO J1300-2132 ,195.12125,-21.544439999999998,0.59,9.1,  0.96 ,        ,       27 
1533, MOO J1300-1132 ,195.122083,-11.535,0.62,9.4,   1.1 ,        ,       36 
1534, MOO J1300-1656 ,195.133333,-16.945,0.56,8.6,       ,        ,          
1535, MOO J1300+2047 ,195.14416699999998,20.79083,0.65,10.1,  1.19 ,        ,       38 
1536, MOO J1300+1849 ,195.15125,18.831670000000003,0.64,10.0,  1.21 ,        ,       25 
1537, MOO J1300-1049 ,195.189167,-10.816939999999999,0.58,8.7,       ,        ,          
1538, MOO J1301+6036 ,195.399583,60.60556,0.76,12.4,  0.99 ,        ,       28 
1539, MOO J1301+3032 ,195.424583,30.541109999999996,0.56,8.9,       ,        ,          
1540, MOO J1302-2132 ,195.592917,-21.53444,0.63,9.6,  1.13 ,        ,       37 
